specie,obj,ability,HP,Atk,Def,SpA,SpD,Spe,nature,iv_HP,iv_Atk,iv_Def,iv_SpA,iv_SpD,iv_Spe,move1,move2,move3,move4,teammate1,teammate2,teammate3,teammate4,teammate5
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,Quirky,31,0,31,31,31,31,Moonblast,Muddy Water,Calm Mind,Protect,Solgaleo,Grimmsnarl,Spectrier,Porygon2,Rotom-Heat
Giratina,Weakness Policy ,Pressure,0,0,0,0,0,0,,31,31,31,31,31,31,Dragon Claw,Shadow Force,Dual Wingbeat,Destiny Bond,Comfey,Coalossal-Gmax,Glastrier,Pheromosa,Blacephalon
Comfey,Babiri Berry ,Triage,0,0,0,0,0,0,,31,31,31,31,31,31,Draining Kiss,Floral Healing,Trick Room,Helping Hand,Giratina,Coalossal-Gmax,Glastrier,Pheromosa,Blacephalon
Coalossal-Gmax,Power Herb ,Steam Engine,0,0,0,0,0,0,,31,31,31,31,31,31,Heat Wave,Meteor Beam,Solar Beam,Substitute,Giratina,Comfey,Glastrier,Pheromosa,Blacephalon
Glastrier,Assault Vest ,Chilling Neigh,0,0,0,0,0,0,,31,31,31,31,31,31,Icicle Crash,Close Combat,High Horsepower,Heavy Slam,Giratina,Comfey,Coalossal-Gmax,Pheromosa,Blacephalon
Pheromosa,Focus Sash ,Beast Boost,0,0,0,0,0,0,,31,31,31,31,31,31,Close Combat,Protect,Speed Swap,Coaching,Giratina,Comfey,Coalossal-Gmax,Glastrier,Blacephalon
Blacephalon,Choice Scarf ,Beast Boost,0,0,0,0,0,0,,31,31,31,31,31,31,Mind Blown,Shadow Ball,Flamethrower,Trick,Giratina,Comfey,Coalossal-Gmax,Glastrier,Pheromosa
Sableye,Safety Goggles ,Prankster,0,0,0,0,0,0,Serious,31,31,31,1,31,31,Foul Play,Quash,Sunny Day,Will-O-Wisp,Zacian-Crowned,Charizard,Umbreon,Regieleki,Landorus-Therian
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Behemoth Blade,Swords Dance,Protect,Sacred Sword,Sableye,Charizard,Umbreon,Regieleki,Landorus-Therian
Charizard,Life Orb ,Solar Power,0,0,0,0,0,0,,31,0,31,31,31,31,Heat Wave,Air Slash,Protect,Scorching Sands,Sableye,Zacian-Crowned,Umbreon,Regieleki,Landorus-Therian
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Snarl,Yawn,Foul Play,Moonlight,Sableye,Zacian-Crowned,Charizard,Regieleki,Landorus-Therian
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Electroweb,Eerie Impulse,Protect,Thunder Cage,Sableye,Zacian-Crowned,Charizard,Umbreon,Landorus-Therian
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Earthquake,Fly,Rock Slide,Swords Dance,Sableye,Zacian-Crowned,Charizard,Umbreon,Regieleki
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Leech Seed,Body Press,Iron Defense,Raichu,Kyogre,Kingdra,Mimikyu,Metagross
Raichu,Focus Sash ,Lightning Rod,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Nuzzle,Eerie Impulse,Volt Switch,Ferrothorn,Kyogre,Kingdra,Mimikyu,Metagross
Kyogre,Mystic Water ,Drizzle,0,0,0,0,0,0,,31,31,31,31,31,31,Origin Pulse,Water Spout,Ice Beam,Protect,Ferrothorn,Raichu,Kingdra,Mimikyu,Metagross
Kingdra,Life Orb ,Swift Swim,0,0,0,0,0,0,,31,31,31,31,31,31,Hydro Pump,Hurricane,Draco Meteor,Protect,Ferrothorn,Raichu,Kyogre,Mimikyu,Metagross
Mimikyu,Safety Goggles ,Disguise,0,0,0,0,0,0,,31,31,31,31,31,31,Shadow Sneak,Will-O-Wisp,Trick Room,Taunt,Ferrothorn,Raichu,Kyogre,Kingdra,Metagross
Metagross,Weakness Policy ,Clear Body,0,0,0,0,0,0,,31,31,31,31,31,31,Iron Head,Ice Punch,Earthquake,Protect,Ferrothorn,Raichu,Kyogre,Kingdra,Mimikyu
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Electroweb,Volt Switch,Thunder,Kyogre,Incineroar,Ferrothorn,Porygon2,Dragapult
Kyogre,Mystic Water ,Drizzle,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Water Spout,Origin Pulse,Ice Beam,Regieleki,Incineroar,Ferrothorn,Porygon2,Dragapult
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Taunt,Flare Blitz,Parting Shot,Regieleki,Kyogre,Ferrothorn,Porygon2,Dragapult
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Body Press,Leech Seed,Iron Defense,Regieleki,Kyogre,Incineroar,Porygon2,Dragapult
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Foul Play,Eerie Impulse,Recover,Trick Room,Regieleki,Kyogre,Incineroar,Ferrothorn,Dragapult
Dragapult,Lum Berry ,Clear Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Phantom Force,Dragon Darts,Fly,Will-O-Wisp,Regieleki,Kyogre,Incineroar,Ferrothorn,Porygon2
Milotic,Assault Vest ,Competitive,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Scald,Mud Shot,Icy Wind,Disarming Voice,Grimmsnarl,Zacian-Crowned,Dragapult,Rotom-Heat,Amoonguss
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spirit Break,Scary Face,Reflect,Light Screen,Milotic,Zacian-Crowned,Dragapult,Rotom-Heat,Amoonguss
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Behemoth Blade,Close Combat,Substitute,Protect,Milotic,Grimmsnarl,Dragapult,Rotom-Heat,Amoonguss
Dragapult,Life Orb ,Clear Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Phantom Force,Dragon Darts,Fly,Dragon Dance,Milotic,Grimmsnarl,Zacian-Crowned,Rotom-Heat,Amoonguss
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Overheat,Thunderbolt,Nasty Plot,Protect,Milotic,Grimmsnarl,Zacian-Crowned,Dragapult,Amoonguss
Amoonguss,Focus Sash ,Regenerator,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Pollen Puff,Spore,Rage Powder,Protect,Milotic,Grimmsnarl,Zacian-Crowned,Dragapult,Rotom-Heat
Venusaur-Gmax,Weakness Policy ,Chlorophyll,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Frenzy Plant,Sludge Bomb,Weather Ball,Protect,Groudon,Tapu Fini,Rotom-Heat,Grimmsnarl,Umbreon
Groudon,Iapapa Berry ,Drought,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Swords Dance,Precipice Blades,Rock Slide,Venusaur-Gmax,Tapu Fini,Rotom-Heat,Grimmsnarl,Umbreon
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,-,31,0,31,31,31,31,Protect,Moonblast,Haze,Venusaur-Gmax,Groudon,Rotom-Heat,Grimmsnarl,Umbreon
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Overheat,Nasty Plot,Thunderbolt,Will-O-Wisp,Venusaur-Gmax,Groudon,Tapu Fini,Grimmsnarl,Umbreon
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,0,31,31,Spirit Break,Reflect,Light Screen,Scary Face,Venusaur-Gmax,Groudon,Tapu Fini,Rotom-Heat,Umbreon
Umbreon,Sitrus Berry ,Inner Focus,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Foul Play,Snarl,Yawn,Moonlight,Venusaur-Gmax,Groudon,Tapu Fini,Rotom-Heat,Grimmsnarl
Kyogre,Sea Incense ,Drizzle,0,0,0,0,0,0,,31,0,31,31,31,31,Water Spout,Protect,Scald,Ice Beam,Kartana,Amoonguss,Tornadus,Mamoswine,Incineroar
Kartana,Assault Vest ,Beast Boost,0,0,0,0,0,0,,31,31,31,31,31,31,Smart Strike,Leaf Blade,Sacred Sword,Night Slash,Kyogre,Amoonguss,Tornadus,Mamoswine,Incineroar
Amoonguss,Coba Berry ,Regenerator,0,0,0,0,0,0,,31,31,31,31,31,31,Sludge Bomb,Spore,Rage Powder,Protect,Kyogre,Kartana,Tornadus,Mamoswine,Incineroar
Tornadus,Focus Sash ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Tailwind,Hurricane,Taunt,Icy Wind,Kyogre,Kartana,Amoonguss,Mamoswine,Incineroar
Mamoswine,Life Orb ,Oblivious,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Earthquake,Rock Slide,Icicle Crash,Kyogre,Kartana,Amoonguss,Tornadus,Incineroar
Incineroar,Safety Goggles ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Burning Jealousy,Flare Blitz,Parting Shot,Kyogre,Kartana,Amoonguss,Tornadus,Mamoswine
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Scary Face,Reflect,Light Screen,Spirit Break,Groudon,Charizard-Gmax,Venusaur-Gmax,Umbreon,Regieleki
Groudon,Lum Berry ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Precipice Blades,Rock Slide,Swords Dance,Grimmsnarl,Charizard-Gmax,Venusaur-Gmax,Umbreon,Regieleki
Charizard-Gmax,Safety Goggles ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Hurricane,Heat Wave,Blast Burn,Grimmsnarl,Groudon,Venusaur-Gmax,Umbreon,Regieleki
Venusaur-Gmax,Coba Berry ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Sleep Powder,Leaf Storm,Sludge Bomb,Weather Ball,Grimmsnarl,Groudon,Charizard-Gmax,Umbreon,Regieleki
Umbreon,Sitrus Berry ,Inner Focus,0,0,0,0,0,0,,31,31,31,31,31,31,Foul Play,Snarl,Yawn,Moonlight,Grimmsnarl,Groudon,Charizard-Gmax,Venusaur-Gmax,Regieleki
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Volt Switch,Thunderbolt,Electroweb,Grimmsnarl,Groudon,Charizard-Gmax,Venusaur-Gmax,Umbreon
Cinderace-Gmax,Life Orb ,Libero,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Iron Head,Sucker Punch,High Jump Kick,Bounce,Tsareena,Kyogre,Regieleki,Regidrago,Talonflame
Tsareena,Coba Berry ,Queenly Majesty,0,0,0,0,0,0,Quirky,31,31,31,31,31,31,Power Whip,U-turn,Helping Hand,Taunt,Cinderace-Gmax,Kyogre,Regieleki,Regidrago,Talonflame
Kyogre,Sea Incense ,Drizzle,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Thunder,Water Spout,Origin Pulse,Cinderace-Gmax,Tsareena,Regieleki,Regidrago,Talonflame
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Thunder,Electroweb,Eerie Impulse,Cinderace-Gmax,Tsareena,Kyogre,Regidrago,Talonflame
Regidrago,Dragon Fang ,Dragon's Maw,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Hyper Beam,Draco Meteor,Dragon Energy,Cinderace-Gmax,Tsareena,Kyogre,Regieleki,Talonflame
Talonflame,Safety Goggles ,Gale Wings,0,0,0,0,0,0,Quirky,31,31,0,31,0,31,Tailwind,Taunt,Will-O-Wisp,Brave Bird,Cinderace-Gmax,Tsareena,Kyogre,Regieleki,Regidrago
Lapras-Gmax,Light Clay ,Water Absorb,0,0,0,0,0,0,Hardy,31,31,31,31,31,31,Hydro Pump,Freeze-Dry,Perish Song,Protect,Landorus-Therian,Zacian-Crowned,Sableye,Rillaboom-Gmax,Pop Tart
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Earthquake,Fly,Rock Slide,Protect,Lapras-Gmax,Zacian-Crowned,Sableye,Rillaboom-Gmax,Pop Tart
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Quirky,31,31,31,31,31,31,Behemoth Blade,Sacred Sword,Swords Dance,Protect,Lapras-Gmax,Landorus-Therian,Sableye,Rillaboom-Gmax,Pop Tart
Sableye,Focus Sash ,Prankster,0,0,0,0,0,0,Quirky,31,31,31,31,31,31,Taunt,Will-O-Wisp,Quash,Snarl,Lapras-Gmax,Landorus-Therian,Zacian-Crowned,Rillaboom-Gmax,Pop Tart
Rillaboom-Gmax,Assault Vest ,Grassy Surge,0,0,0,0,0,0,Quirky,31,31,31,31,31,31,Grassy Glide,Fake Out,Knock Off,U-turn,Lapras-Gmax,Landorus-Therian,Zacian-Crowned,Sableye,Pop Tart
Pop Tart,,Levitat,0,0,0,0,0,0,Serious,31,31,31,31,31,31,otom-Heat) @ Sitrus Berry ,Overheat ,Thunderbolt ,Nasty Plot ,Protect ,Lapras-Gmax,Landorus-Therian,Zacian-Crowned,Sableye,Rillaboom-Gmax
Eternatus,Dragon Fang ,Pressure,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Dynamax Cannon,Sludge Bomb,Flamethrower,Protect,Whimsicott,Landorus-Therian,Urshifu,Rotom-Heat,Ditto
Whimsicott,Coba Berry ,Prankster,0,0,0,0,0,0,Bashful,31,0,31,31,31,31,Moonblast,Tailwind,Fake Tears,Taunt,Eternatus,Landorus-Therian,Urshifu,Rotom-Heat,Ditto
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Earthquake,Rock Slide,Fly,U-turn,Eternatus,Whimsicott,Urshifu,Rotom-Heat,Ditto
Urshifu,Choice Band ,Unseen Fist,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Close Combat,Wicked Blow,Sucker Punch,U-turn,Eternatus,Whimsicott,Landorus-Therian,Rotom-Heat,Ditto
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Thunderbolt,Overheat,Will-O-Wisp,Nasty Plot,Eternatus,Whimsicott,Landorus-Therian,Urshifu,Ditto
Ditto,Focus Sash ,Imposter,0,0,0,0,0,0,Bashful,31,31,31,31,31,31,Transform,Eternatus,Whimsicott,Landorus-Therian,Urshifu,Rotom-Heat
Grimmsnarl-Gmax,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Spirit Break,Scary Face,Reflect,Light Screen,Dragapult,Tapu Fini,Necrozma-Dusk-Mane,Zapdos,Incineroar
Dragapult,Safety Goggles ,Clear Body,0,0,0,0,0,0,,31,31,31,31,31,31,Dragon Darts,Phantom Force,Fly,Will-O-Wisp,Grimmsnarl-Gmax,Tapu Fini,Necrozma-Dusk-Mane,Zapdos,Incineroar
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,-,31,0,31,31,31,31,Muddy Water,Moonblast,Protect,Grimmsnarl-Gmax,Dragapult,Necrozma-Dusk-Mane,Zapdos,Incineroar
Necrozma-Dusk-Mane,Weakness Policy ,Prism Armor,0,0,0,0,0,0,,31,31,31,31,31,31,Sunsteel Strike,Earthquake,Rock Slide,Swords Dance,Grimmsnarl-Gmax,Dragapult,Tapu Fini,Zapdos,Incineroar
Zapdos,Assault Vest ,Static,0,0,0,0,0,0,,31,0,31,31,31,31,Thunderbolt,Volt Switch,Hurricane,Heat Wave,Grimmsnarl-Gmax,Dragapult,Tapu Fini,Necrozma-Dusk-Mane,Incineroar
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Flare Blitz,Parting Shot,Taunt,Fake Out,Grimmsnarl-Gmax,Dragapult,Tapu Fini,Necrozma-Dusk-Mane,Zapdos
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,,31,31,31,31,31,31,Electroweb,Eerie Impulse,Thunderbolt,Protect,Charizard-Gmax,Groudon,Venusaur-Gmax,Umbreon,Incineroar
Charizard-Gmax,Life Orb ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Blast Burn,Hurricane,Heat Wave,Protect,Regieleki,Groudon,Venusaur-Gmax,Umbreon,Incineroar
Groudon,Sitrus Berry ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Precipice Blades,Rock Slide,Swords Dance,Protect,Regieleki,Charizard-Gmax,Venusaur-Gmax,Umbreon,Incineroar
Venusaur-Gmax,Coba Berry ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Frenzy Plant,Earth Power,Sleep Powder,Weather Ball,Regieleki,Charizard-Gmax,Groudon,Umbreon,Incineroar
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,,31,31,31,31,31,31,Foul Play,Snarl,Moonlight,Yawn,Regieleki,Charizard-Gmax,Groudon,Venusaur-Gmax,Incineroar
Incineroar,Assault Vest ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Flare Blitz,U-turn,Snarl,Regieleki,Charizard-Gmax,Groudon,Venusaur-Gmax,Umbreon
Palkia,Lustrous Orb ,Pressure,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spacial Rend,Hydro Pump,Earth Power,Trick Room,Ferrothorn,Grimmsnarl,Incineroar,Moltres-Galar,Thundurus
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Leech Seed,Body Press,Iron Defense,Protect,Palkia,Grimmsnarl,Incineroar,Moltres-Galar,Thundurus
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Light Screen,Reflect,Fake Tears,Spirit Break,Palkia,Ferrothorn,Incineroar,Moltres-Galar,Thundurus
Incineroar,Figy Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot,Palkia,Ferrothorn,Grimmsnarl,Moltres-Galar,Thundurus
Moltres-Galar,Safety Goggles ,Berserk,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fiery Wrath,Hurricane,Nasty Plot,Protect,Palkia,Ferrothorn,Grimmsnarl,Incineroar,Thundurus
Thundurus,Sitrus Berry ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Thunderbolt,Electroweb,Eerie Impulse,Taunt,Palkia,Ferrothorn,Grimmsnarl,Incineroar,Moltres-Galar
Lapras,Light Clay ,Water Absorb,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Hydro Pump,Freeze-Dry,Perish Song,Protect,Thundurus,Amoonguss,Hydreigon,Incineroar,Zacian
Thundurus,Assault Vest ,Defiant,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Wild Charge,Fly,Superpower,Electroweb,Lapras,Amoonguss,Hydreigon,Incineroar,Zacian
Amoonguss,Focus Sash ,Regenerator,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spore,Rage Powder,Pollen Puff,Protect,Lapras,Thundurus,Hydreigon,Incineroar,Zacian
Hydreigon,Safety Goggles ,Levitate,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Dark Pulse,Draco Meteor,Heat Wave,Nasty Plot,Lapras,Thundurus,Amoonguss,Incineroar,Zacian
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Flare Blitz,Taunt,Parting Shot,Lapras,Thundurus,Amoonguss,Hydreigon,Zacian
Zacian,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,0,31,31,Iron Head,Sacred Sword,Substitute,Protect,Lapras,Thundurus,Amoonguss,Hydreigon,Incineroar
Groudon,Assault Vest ,Drought,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Precipice Blades,Fire Punch,Rock Slide,Brick Break,Venusaur-Gmax,Charizard-Gmax,Umbreon,Whimsicott,Porygon2
Venusaur-Gmax,Focus Sash ,Chlorophyll,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Frenzy Plant,Sludge Bomb,Earth Power,Sleep Powder,Groudon,Charizard-Gmax,Umbreon,Whimsicott,Porygon2
Charizard-Gmax,Life Orb ,Solar Power,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Blast Burn,Hurricane,Focus Blast,Protect,Groudon,Venusaur-Gmax,Umbreon,Whimsicott,Porygon2
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Foul Play,Snarl,Moonlight,Yawn,Groudon,Venusaur-Gmax,Charizard-Gmax,Whimsicott,Porygon2
Whimsicott,Eject Button ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Tailwind,Fake Tears,Sunny Day,Moonblast,Groudon,Venusaur-Gmax,Charizard-Gmax,Umbreon,Porygon2
Porygon2,Eviolite ,Download,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Tri Attack,Ice Beam,Recover,Trick Room,Groudon,Venusaur-Gmax,Charizard-Gmax,Umbreon,Whimsicott
Calyrex-Ice,Weakness Policy ,As One (Glastrier),0,0,0,0,0,0,,31,31,31,31,31,31,Glacial Lance,High Horsepower,Heavy Slam,Trick Room,Mimikyu,Torkoal,Incineroar,Amoonguss,Araquanid
Mimikyu,Mental Herb ,Disguise,0,0,0,0,0,0,,31,31,31,31,31,31,Play Rough,Shadow Sneak,Trick Room,Will-O-Wisp,Calyrex-Ice,Torkoal,Incineroar,Amoonguss,Araquanid
Torkoal,Charcoal ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Eruption,Heat Wave,Earth Power,Protect,Calyrex-Ice,Mimikyu,Incineroar,Amoonguss,Araquanid
Incineroar,Safety Goggles ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Flare Blitz,Snarl,Fake Out,Parting Shot,Calyrex-Ice,Mimikyu,Torkoal,Amoonguss,Araquanid
Amoonguss,Coba Berry ,Regenerator,0,0,0,0,0,0,,31,31,31,31,31,31,Spore,Pollen Puff,Protect,Rage Powder,Calyrex-Ice,Mimikyu,Torkoal,Incineroar,Araquanid
Araquanid,Life Orb ,Water Bubble,0,0,0,0,0,0,,31,31,31,31,31,31,Liquidation,Leech Life,Protect,Wide Guard,Calyrex-Ice,Mimikyu,Torkoal,Incineroar,Amoonguss
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Behemoth Blade,Close Combat,Substitute,Protect,Dragapult,Porygon2,Tapu Fini,Incineroar,Glastrier
Dragapult,Life Orb ,Clear Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Dragon Darts,Phantom Force,Fly,Dive,Zacian-Crowned,Porygon2,Tapu Fini,Incineroar,Glastrier
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Trick Room,Eerie Impulse,Recover,Foul Play,Zacian-Crowned,Dragapult,Tapu Fini,Incineroar,Glastrier
Tapu Fini,Sitrus Berry ,Misty Surge,0,0,0,0,0,0,-,31,31,31,31,31,31,Icy Wind,Haze,Muddy Water,Zacian-Crowned,Dragapult,Porygon2,Incineroar,Glastrier
Incineroar,Aguav Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Burning Jealousy,Parting Shot,Assurance,Zacian-Crowned,Dragapult,Porygon2,Tapu Fini,Glastrier
Glastrier,White Herb ,Chilling Neigh,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Icicle Crash,High Horsepower,Close Combat,Protect,Zacian-Crowned,Dragapult,Porygon2,Tapu Fini,Incineroar
Tornadus,Wacan Berry ,Prankster ,0,0,0,0,0,0,,31,31,31,31,31,31,Tailwind,Taunt,Hurricane,Rain Dance,Kyogre,Incineroar,Amoonguss,Kartana,Landorus-Therian
Kyogre,Mystic Water ,Drizzle ,0,0,0,0,0,0,,31,31,31,31,31,31,Water Spout,Origin Pulse,Thunder,Protect,Tornadus,Incineroar,Amoonguss,Kartana,Landorus-Therian
Incineroar,Sitrus Berry ,Intimidate ,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Snarl,Parting Shot,Flare Blitz,Tornadus,Kyogre,Amoonguss,Kartana,Landorus-Therian
Amoonguss,Coba Berry ,Regenerator ,0,0,0,0,0,0,,31,31,31,31,31,31,Spore,Rage Powder,Sludge Bomb,Protect,Tornadus,Kyogre,Incineroar,Kartana,Landorus-Therian
Kartana,Assault Vest ,Beast Boost ,0,0,0,0,0,0,,31,31,31,31,31,31,Leaf Blade,Sacred Sword,Aerial Ace,Smart Strike,Tornadus,Kyogre,Incineroar,Amoonguss,Landorus-Therian
Landorus-Therian,Lum Berry ,Intimidate ,0,0,0,0,0,0,,31,31,31,31,31,31,Earthquake,Rock Slide,Fly,Swords Dance,Tornadus,Kyogre,Incineroar,Amoonguss,Kartana
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Protect,Sacred Sword,Swords Dance,Behemoth Blade,Politoed,Kingdra,Gothitelle,Snorlax-Gmax,Ferrothorn
Politoed,Sitrus Berry ,Drizzle,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Scald,Perish Song,Protect,Helping Hand,Zacian-Crowned,Kingdra,Gothitelle,Snorlax-Gmax,Ferrothorn
Kingdra,Safety Goggles ,Swift Swim,0,0,0,0,0,0,Docile,31,0,31,31,31,31,Hurricane,Scald,Protect,Draco Meteor,Zacian-Crowned,Politoed,Gothitelle,Snorlax-Gmax,Ferrothorn
Gothitelle,Focus Sash ,Shadow Tag,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Protect,Psychic,Fake Out,Trick Room,Zacian-Crowned,Politoed,Kingdra,Snorlax-Gmax,Ferrothorn
Snorlax-Gmax,Figy Berry ,Gluttony,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Darkest Lariat,Belly Drum,Double-Edge,Yawn,Zacian-Crowned,Politoed,Kingdra,Gothitelle,Ferrothorn
Ferrothorn,Assault Vest ,Iron Barbs,0,0,0,0,0,0,Docile,31,31,31,31,31,31,Knock Off,Gyro Ball,Body Press,Power Whip,Zacian-Crowned,Politoed,Kingdra,Gothitelle,Snorlax-Gmax
Stakataka,Life Orb ,Beast Boost,0,0,0,0,4,0,Lonely,31,31,17,31,31,0,Gyro Ball,Rock Slide,Trick Room,Substitute,Calyrex-Shadow,Whimsicott,Thundurus,Urshifu-Rapid-Strike-Gmax,Indeedee-F
Calyrex-Shadow,Focus Sash ,As One (Spectrier),0,0,4,0,0,0,Timid,31,0,31,31,31,31,Astral Barrage,Draining Kiss,Expanding Force,Trick Room,Stakataka,Whimsicott,Thundurus,Urshifu-Rapid-Strike-Gmax,Indeedee-F
Whimsicott,Eject Button ,Prankster,0,0,4,4,0,0,Timid,31,0,31,31,31,31,Helping Hand,Dazzling Gleam,Tailwind,Switcheroo,Stakataka,Calyrex-Shadow,Thundurus,Urshifu-Rapid-Strike-Gmax,Indeedee-F
Thundurus,Assault Vest ,Defiant,0,0,4,0,4,0,Serious,31,31,31,31,31,31,Lash Out,Wild Charge,Fly,Superpower,Stakataka,Calyrex-Shadow,Whimsicott,Urshifu-Rapid-Strike-Gmax,Indeedee-F
